amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
3.40016102790833;1.37674844264984;11.3946414722302;185.611799283386;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;invalid;right;left;invalid_right
2.59198093414307;1.2440619468689;-6.73280740567636;-25.5171537647355;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;invalid;left;right;invalid_left
3.40227293968201;1.35432696342468;6.81564942481157;116.100630844921;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;invalid;left;right;invalid_left
2.52542400360107;0.958396852016449;-8.20919825222705;-43.2256284707996;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;both_attended;neutral;both;left;neutral_both
3.13380861282349;0.983070373535156;-5.71848615868928;27.2512939282298;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;both_attended;neutral;both;left;neutral_both
2.30318379402161;0.944813072681427;-16.5551823575671;-37.986814406036;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;both_attended;neutral;both;right;neutral_both
3.06307077407837;0.828685581684113;-5.87573600002813;5.73369735298375;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;both_attended;neutral;both;right;neutral_both
3.17734789848328;1.91924965381622;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;valid;left;left;valid_left
3.71540379524231;2.06204152107239;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;valid;left;left;valid_left
3.27093744277954;2.05776882171631;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;valid;right;right;valid_right
3.61623311042786;2.03074026107788;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;valid;right;right;valid_right
3.27367424964905;1.94790434837341;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;invalid;right;left;invalid_right
3.60520339012146;2.01058959960938;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;invalid;right;left;invalid_right
3.17933034896851;2.01011490821838;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;invalid;left;right;invalid_left
3.64294695854187;2.05731439590454;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;invalid;left;right;invalid_left
3.13139748573303;1.8791161775589;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;both_attended;neutral;both;left;neutral_both
3.59541320800781;1.96824204921722;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;both_attended;neutral;both;left;neutral_both
3.0929434299469;1.87584388256073;0;0;3;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;both_attended;neutral;both;right;neutral_both
3.32661581039429;1.61339545249939;0;0;3;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;both_attended;neutral;both;right;neutral_both
3.29601335525513;2.13185286521912;3.73473288299642;11.0774130390048;3;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;stim_attended;valid;left;left;valid_left
